"status","duration","credit_history","purpose","credit_amount","savings_account","employment","installment_rate","personal_status","guarantors","residence_since","property","age","installment_plans","housing","num_credits","job","dependents","telephone","foreign_worker","assessment"
"large_balance",12,"critical_account","new_car",939,"good_savings","4_to_7yrs",4,"male_married","none",2,"real_estate",28,"none","own",3,"skilled_employee",1,"registered","yes","bad"
"small_balance",24,"current_credits_paid","electronics",1967,"low_savings","7_or_more_yrs",4,"female_divorced","none",4,"car_or_other",20,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",33,"critical_account","used_car",7253,"low_savings","4_to_7yrs",3,"male_single","none",2,"car_or_other",35,"none","own",2,"management",1,"registered","yes","good"
"no_account",12,"critical_account","business",2292,"low_savings","unemployed",4,"male_single","none",2,"car_or_other",42,"stores","own",2,"management",1,"registered","yes","bad"
"no_account",10,"current_credits_paid","new_car",1597,"good_savings","1_to_4yrs",3,"male_single","none",2,"no_property",40,"none","rent",1,"unskilled_resident",2,"none","no","good"
"negative_balance",24,"current_credits_paid","new_car",1381,"unknown_savings","1_to_4yrs",4,"female_divorced","none",2,"insurance",35,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",36,"critical_account","used_car",5842,"low_savings","7_or_more_yrs",2,"male_single","none",2,"insurance",35,"none","own",2,"skilled_employee",2,"registered","yes","good"
"negative_balance",12,"current_credits_paid","new_car",2579,"low_savings","less_than_1yr",4,"male_single","none",1,"real_estate",33,"none","own",1,"unskilled_resident",2,"none","yes","bad"
"negative_balance",18,"past_delay","education",8471,"unknown_savings","1_to_4yrs",1,"female_divorced","none",2,"car_or_other",23,"none","rent",2,"skilled_employee",1,"registered","yes","good"
"no_account",21,"current_credits_paid","new_car",2782,"good_savings","4_to_7yrs",1,"female_divorced","none",2,"car_or_other",31,"bank","own",1,"management",1,"none","yes","good"
"small_balance",18,"current_credits_paid","new_car",1042,"unknown_savings","1_to_4yrs",4,"female_divorced","none",2,"insurance",33,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",15,"current_credits_paid","new_car",3186,"high_savings","4_to_7yrs",2,"female_divorced","none",3,"car_or_other",20,"none","rent",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","used_car",2028,"unknown_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",30,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"critical_account","new_car",958,"low_savings","4_to_7yrs",2,"male_single","none",3,"real_estate",47,"none","own",2,"unskilled_resident",2,"none","yes","good"
"no_account",21,"past_delay","furniture",1591,"moderate_savings","4_to_7yrs",4,"male_single","none",3,"real_estate",34,"none","own",2,"management",1,"none","yes","good"
"small_balance",12,"current_credits_paid","furniture",2762,"unknown_savings","7_or_more_yrs",1,"female_divorced","none",2,"insurance",25,"bank","own",1,"skilled_employee",1,"registered","yes","bad"
"small_balance",18,"current_credits_paid","used_car",2779,"low_savings","1_to_4yrs",1,"male_married","none",3,"car_or_other",21,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"no_account",28,"critical_account","electronics",2743,"low_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",29,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"critical_account","electronics",1149,"high_savings","1_to_4yrs",4,"male_single","none",3,"real_estate",46,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",9,"current_credits_paid","furniture",1313,"low_savings","7_or_more_yrs",1,"male_single","none",4,"car_or_other",20,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"critical_account","repairs",1190,"low_savings","unemployed",2,"female_divorced","none",4,"no_property",55,"none","free",3,"unemployed",2,"none","yes","bad"
"no_account",5,"current_credits_paid","business",3448,"low_savings","4_to_7yrs",1,"male_single","none",4,"real_estate",74,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",24,"current_credits_paid","other",11328,"low_savings","1_to_4yrs",2,"male_single","co_applicant",3,"car_or_other",29,"bank","own",2,"management",1,"registered","yes","bad"
"negative_balance",6,"critical_account","furniture",1872,"low_savings","unemployed",4,"male_single","none",4,"no_property",36,"none","free",3,"management",1,"registered","yes","good"
"no_account",24,"critical_account","repairs",2058,"low_savings","1_to_4yrs",4,"male_divorced","none",2,"real_estate",33,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",9,"current_credits_paid","furniture",2136,"low_savings","1_to_4yrs",3,"male_single","none",2,"real_estate",25,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","electronics",1484,"unknown_savings","1_to_4yrs",2,"male_married","none",1,"real_estate",25,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",6,"current_credits_paid","repairs",660,"good_savings","4_to_7yrs",2,"male_married","none",4,"real_estate",23,"none","rent",1,"unskilled_resident",1,"none","yes","good"
"no_account",24,"critical_account","new_car",1287,"high_savings","7_or_more_yrs",4,"female_divorced","none",4,"real_estate",37,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",42,"critical_account","repairs",3394,"low_savings","unemployed",4,"male_single","co_applicant",4,"car_or_other",65,"none","own",2,"unemployed",1,"none","yes","good"
"large_balance",12,"all_paid","business",609,"low_savings","less_than_1yr",4,"female_divorced","none",1,"real_estate",26,"none","own",1,"unemployed",1,"none","yes","bad"
"no_account",12,"current_credits_paid","new_car",1884,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",39,"none","own",1,"management",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","furniture",1620,"low_savings","1_to_4yrs",2,"female_divorced","co_applicant",3,"insurance",30,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",20,"past_delay","other",2629,"low_savings","1_to_4yrs",2,"male_single","none",3,"car_or_other",29,"bank","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",12,"current_credits_paid","education",719,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",41,"bank","own",1,"unskilled_resident",2,"none","yes","bad"
"small_balance",48,"critical_account","furniture",5096,"low_savings","1_to_4yrs",2,"female_divorced","none",3,"car_or_other",30,"none","own",1,"management",1,"registered","yes","bad"
"no_account",9,"critical_account","education",1244,"unknown_savings","7_or_more_yrs",4,"female_divorced","none",4,"insurance",41,"none","rent",2,"unskilled_resident",1,"none","yes","good"
"negative_balance",36,"current_credits_paid","new_car",1842,"low_savings","less_than_1yr",4,"female_divorced","none",4,"car_or_other",34,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"small_balance",7,"current_credits_paid","electronics",2576,"low_savings","1_to_4yrs",2,"male_single","guarantor",2,"real_estate",35,"none","own",1,"skilled_employee",1,"none","yes","good"
"large_balance",12,"current_credits_paid","furniture",1424,"unknown_savings","7_or_more_yrs",3,"female_divorced","none",4,"real_estate",55,"none","own",1,"management",1,"registered","yes","good"
"small_balance",15,"past_delay","repairs",1512,"high_savings","1_to_4yrs",3,"male_married","none",3,"insurance",61,"stores","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",36,"critical_account","used_car",11054,"unknown_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",30,"none","own",1,"management",1,"registered","yes","good"
"no_account",6,"current_credits_paid","electronics",518,"low_savings","1_to_4yrs",3,"female_divorced","none",1,"real_estate",29,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",12,"no_credits","furniture",2759,"low_savings","7_or_more_yrs",2,"male_single","none",4,"insurance",34,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","used_car",2670,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",35,"none","own",1,"management",1,"registered","yes","good"
"negative_balance",24,"current_credits_paid","new_car",4817,"low_savings","4_to_7yrs",2,"male_single","co_applicant",3,"insurance",31,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",24,"current_credits_paid","used_car",2679,"low_savings","less_than_1yr",4,"female_divorced","none",1,"no_property",29,"none","own",1,"management",1,"registered","yes","good"
"negative_balance",11,"critical_account","new_car",3905,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",36,"none","rent",2,"skilled_employee",2,"none","yes","good"
"negative_balance",12,"current_credits_paid","used_car",3386,"low_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",35,"none","free",1,"skilled_employee",1,"registered","yes","bad"
"negative_balance",6,"current_credits_paid","appliances",343,"low_savings","less_than_1yr",4,"female_divorced","none",1,"real_estate",27,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",18,"current_credits_paid","electronics",4594,"low_savings","less_than_1yr",3,"male_single","none",2,"car_or_other",32,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",36,"current_credits_paid","furniture",3620,"low_savings","1_to_4yrs",1,"male_single","guarantor",2,"insurance",37,"none","own",1,"skilled_employee",2,"none","yes","good"
"negative_balance",15,"current_credits_paid","new_car",1721,"low_savings","less_than_1yr",2,"male_single","none",3,"real_estate",36,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","furniture",3017,"low_savings","less_than_1yr",3,"female_divorced","none",1,"real_estate",34,"none","rent",1,"management",1,"none","yes","good"
"small_balance",12,"current_credits_paid","retraining",754,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",38,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"current_credits_paid","business",1950,"low_savings","4_to_7yrs",4,"male_single","none",1,"car_or_other",34,"stores","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",24,"current_credits_paid","used_car",2924,"low_savings","1_to_4yrs",3,"male_single","guarantor",4,"no_property",63,"bank","own",1,"skilled_employee",2,"registered","yes","good"
"negative_balance",24,"past_delay","electronics",1659,"low_savings","less_than_1yr",4,"female_divorced","none",2,"car_or_other",29,"none","rent",1,"unskilled_resident",1,"registered","yes","bad"
"no_account",48,"past_delay","electronics",7238,"unknown_savings","7_or_more_yrs",3,"male_single","none",3,"car_or_other",32,"bank","own",2,"skilled_employee",2,"none","yes","good"
"no_account",33,"past_delay","business",2764,"low_savings","1_to_4yrs",2,"female_divorced","none",2,"car_or_other",26,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",24,"past_delay","used_car",4679,"low_savings","4_to_7yrs",3,"male_single","none",3,"car_or_other",35,"none","own",2,"unskilled_resident",1,"registered","yes","good"
"small_balance",24,"current_credits_paid","electronics",3092,"moderate_savings","less_than_1yr",3,"male_married","none",2,"car_or_other",22,"none","rent",1,"skilled_employee",1,"registered","yes","bad"
"negative_balance",6,"current_credits_paid","education",448,"low_savings","less_than_1yr",4,"female_divorced","none",4,"insurance",23,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",9,"current_credits_paid","new_car",654,"low_savings","1_to_4yrs",4,"male_single","none",3,"car_or_other",28,"none","own",1,"unskilled_resident",1,"none","yes","bad"
"no_account",6,"current_credits_paid","retraining",1238,"unknown_savings","unemployed",4,"male_single","none",4,"insurance",36,"none","own",1,"management",2,"registered","yes","good"
"small_balance",18,"critical_account","electronics",1245,"low_savings","1_to_4yrs",4,"male_married","none",2,"car_or_other",33,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",18,"no_credits","furniture",3114,"low_savings","less_than_1yr",1,"female_divorced","none",4,"insurance",26,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",39,"current_credits_paid","used_car",2569,"good_savings","1_to_4yrs",4,"male_single","none",4,"car_or_other",24,"none","own",1,"skilled_employee",1,"none","yes","good"
"large_balance",24,"current_credits_paid","electronics",5152,"low_savings","4_to_7yrs",4,"male_single","none",2,"car_or_other",25,"bank","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","business",1037,"moderate_savings","4_to_7yrs",3,"male_single","none",4,"real_estate",39,"none","own",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",15,"critical_account","furniture",1478,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",44,"none","own",2,"skilled_employee",2,"registered","yes","good"
"small_balance",12,"critical_account","electronics",3573,"low_savings","1_to_4yrs",1,"female_divorced","none",1,"real_estate",23,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",24,"current_credits_paid","new_car",1201,"low_savings","less_than_1yr",4,"male_single","none",1,"insurance",26,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",30,"current_credits_paid","furniture",3622,"high_savings","7_or_more_yrs",4,"female_divorced","none",4,"insurance",57,"none","rent",2,"skilled_employee",1,"registered","yes","good"
"no_account",15,"past_delay","furniture",960,"high_savings","4_to_7yrs",3,"female_divorced","none",2,"insurance",30,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",12,"critical_account","new_car",1163,"good_savings","1_to_4yrs",4,"male_single","none",4,"real_estate",44,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",6,"past_delay","new_car",1209,"low_savings","unemployed",4,"male_single","none",4,"insurance",47,"none","own",1,"management",1,"registered","yes","bad"
